entity_id,temperature_c,tariff_usd_kwh,renewable_policy_index,equipment_efficiency,load_h00_kw,load_h01_kw,load_h02_kw,load_h03_kw,load_h04_kw,load_h05_kw,load_h06_kw,load_h07_kw,load_h08_kw,load_h09_kw,load_h10_kw,load_h11_kw,load_h12_kw,load_h13_kw,load_h14_kw,load_h15_kw,load_h16_kw,load_h17_kw,load_h18_kw,load_h19_kw,load_h20_kw,load_h21_kw,load_h22_kw,load_h23_kw,true_pattern,predicted_cluster
ene-000,27.19385511332009,0.08481841423659517,0.1925736952405287,0.9097793011160664,321.8417649678154,374.7597734297586,358.3529067761044,369.5741313731851,994.7371233213988,1061.1159153194258,1063.8664628565991,1052.2359519094955,1117.277007602479,1126.721063891621,1108.116531270877,1166.0089584479804,1104.4314450230706,1141.9269156768598,1073.7188556888266,1042.9522759529764,50.494504476849514,418.3398422580369,365.1106764482,354.34660700359626,357.02485081587,397.7938046564192,404.82848745729734,297.8320396198248,energy_intensive,3
ene-001,20.16673291053995,0.09537766979404232,0.1687180441215841,0.9069965627401896,430.94757302443804,424.07213959518293,426.8826124297192,422.1736350700212,20.43783010933185,472.37633156573685,495.2072154691488,439.9318749546925,407.78771067578936,1197.472993400872,1265.8435213244657,1277.7953934599059,1286.576572620099,1263.7885843005827,1344.4446001166573,1375.9720659220573,1395.4844398957237,1409.5556168680835,1344.0634516605369,1323.6109466930648,1265.4150585971863,1257.587907071307,476.7577568818464,381.09430287401534,energy_intensive,4
ene-002,26.92183488471349,0.0977398956936962,0.40062686506201817,0.808939299515502,353.0636550116922,387.55453106544167,407.50896841117975,424.4894035805698,429.50232424541633,432.7991939396029,387.03149626975664,382.62820405265023,1146.5693351982331,1106.95932867199,1070.5323667064977,1092.1791704703887,1128.6834854311212,1222.1755336610738,1240.992690632586,1276.462427490757,1218.1495647193512,1208.597410304272,1190.6370465452426,1125.217778128556,1140.0011034490658,377.77573895031827,387.29566744338916,385.86068310479317,energy_intensive,4
ene-003,24.432777046283217,0.15914092515460304,0.3592558238650623,0.8991886797334642,461.91622085538694,428.83310429850457,414.76555725594926,,360.0251358320017,370.45875347021365,376.0122497024857,1158.0513157967907,1221.2177906761497,1172.3074068881967,1212.3586675501047,1315.1730840709215,1283.1007100117977,1366.1599233133882,1308.3576052625228,1325.320765619154,1257.385136945301,1244.2202310437267,1265.13044944054,1136.7135811897665,455.51540890949207,444.33517580504883,407.56562545931916,370.5044288182461,energy_intensive,3
ene-004,19.122353428138045,0.13727396427186916,0.36334687618302797,0.7841062951772628,479.0315840098369,456.9348120726841,436.79569101137804,483.61614637523,,1145.2741220854168,1140.597992920668,1179.994816708608,1167.7508063722807,1291.1774418540613,1289.7704921412833,1251.307229190947,1256.3136682825732,1277.6136059848343,1261.1522088001543,1280.6382012688207,1302.554049379933,442.6959739397583,380.89803424841756,331.995807312037,433.0357201012151,378.5502574338173,429.27269730417186,430.99000078916214,energy_intensive,3
ene-005,16.64636541739651,0.18916131204614206,0.6350063597529483,0.9222355236968203,443.8244702184711,472.24336167264045,457.565933350813,416.7897334756716,387.0791518659177,442.3362474544405,462.4779672755058,547.354283466943,1295.61875184608,1338.1107909326624,1277.385010647314,1263.9852267085398,1306.5907504144852,1360.284518840731,1531.2763720311177,1409.7710609283984,1471.2998210685944,1352.02245623134,1394.7757333859126,1336.9761512505793,,466.91323639823764,435.5072545915404,485.8956298895848,energy_intensive,4
ene-006,27.863632759661147,0.09340157550913843,0.4037979589723798,0.9119098627721485,549.3717643153594,485.7934636335127,495.15393805319303,544.2646270204203,491.9554352262473,461.61323393695534,534.6559326132326,502.07285269054347,555.5468094757161,1344.0163282855133,1279.2087850197981,1280.7612785905026,1445.2312084907528,1482.263622803743,1434.6909883677142,1464.5539430789693,1569.552899815058,1429.7078050109824,1400.2612832075135,1430.256709004053,1346.7603872503037,1346.377136120229,477.5301501040417,498.69033360998526,energy_intensive,4
ene-007,25.893630021542045,0.09200583964423084,0.5976571689296418,0.9313952467817808,394.1172823126896,345.8093361310692,1333.463742504387,369.3195011672308,391.34579789081755,441.95609046856316,351.1719511829388,406.11828556816226,385.3030657685254,1371.277660456776,1163.55629743153,1147.232396337298,1186.7165885540328,1142.4048258557984,1148.684379577091,1204.8420857552182,4399.799648358454,1268.0409614228706,1203.3635527484005,1217.5692296621874,1186.101618358693,1250.5862223480224,1208.5573516973948,373.6953480913693,energy_intensive,4
ene-008,25.393019337757536,0.0858720125889893,0.45468628966658275,0.9093357600919062,350.8346886724242,371.7560147217016,358.11843048525543,388.8388826133634,323.54532452582083,334.98262342077214,476.30068555006903,1038.20857536998,1048.1042461312209,1170.1695723949756,1227.6999503124175,1095.0180839036325,1162.4670763708693,1222.6752426569963,1290.3352442469968,1170.5299259638684,1167.2941665214753,1171.5200869120633,1130.7311094067334,1083.2980592963836,390.5502385999982,339.4209116798366,383.3702906163406,382.11306881875623,energy_intensive,3
ene-009,24.91537507261481,0.17433293585348134,0.3776796193561095,0.8531670042590671,358.9425337392272,333.04035531359455,370.3037043273756,1244.1661461672209,434.237020357637,1052.0283650280098,1011.6099470009118,976.6864415081685,978.4125908730624,1086.0976773024327,1085.615460299678,1122.9955969730406,1055.2199630183973,1139.0507824408699,1092.4952929187473,1003.4851170000766,1001.4165423252437,1013.5414270778427,363.8080137769171,349.2316537297404,355.3903473797747,1224.7325273249535,371.5653877177103,360.84742033017204,energy_intensive,3
ene-010,22.856093654969044,0.14758177145961118,0.15705744893796075,0.9178859693715711,353.45376617737645,315.5927661762344,270.20107204354184,338.5347028861152,384.4036237012011,277.50973079886376,356.12446990798577,317.1661210604799,907.1302010563885,876.642501691456,905.9588832937006,972.5626999132263,971.8791633465423,1039.5538586543964,1048.3748784943284,51.760202432846405,1066.944556503521,997.1610122940792,979.9207724639748,920.228274616076,919.1030673269,307.64929607051755,360.9321620385183,289.31178615643125,energy_intensive,0
ene-011,26.21013967620395,0.12604691308694174,0.5645928496851059,0.9075339685286326,325.02238867270955,,281.3047216814884,250.00953025397212,268.52347186083927,326.00212191415636,301.278398845969,263.5376390157756,756.7772513953171,788.1546779731336,757.7558391671188,784.4578380089519,832.0266809676575,881.8208025525806,889.6785016167624,817.0788149286143,881.058016962602,851.1422656389794,834.9119541589259,849.2357806690433,733.7778435950582,268.8161308122846,300.55027187063916,,energy_intensive,0
ene-012,24.6472826660582,0.12997497580259212,0.5952397067177927,0.8361182148153771,560.2435891125916,460.54966448203334,493.91198685954043,495.6465678654355,,475.480689507642,475.2444671063009,501.1408104369926,531.073803622235,1287.4538285701544,1335.4717508896204,1421.4905655268192,1333.2906615371937,1363.1092617579643,1456.7102390484756,1527.4637072647733,1503.5050968543765,1550.8493065737823,1488.2958070081809,1443.4172514219717,1395.9178663920172,1462.3280428427918,476.7125036034234,386.9577310283378,energy_intensive,4
ene-013,16.221166031551434,0.10624081026901273,0.6096453057538437,0.7908740686291195,391.32381011007135,394.4932059977288,385.20073856722536,,288.28122024139384,377.0545137410767,1021.9837956834476,1059.1915527432716,1074.8790838735104,1068.6466354649176,1118.0671441485943,1132.4625710204793,1174.6274620985314,1140.957912223859,1148.0256586934438,1131.2467531978086,1120.3310307983847,1048.7055718352474,1068.1024101847936,367.99705730045804,371.25218204118283,406.11114749150005,300.1653982072586,1207.7678748047483,energy_intensive,3
ene-014,26.567342644169504,0.15000491763185547,0.44344788997518236,0.8075747483863595,457.8014390792796,,543.160833965452,554.8413171082525,486.42406187314646,556.1153327282923,494.36133518382945,449.0191131362318,1329.4223093434578,1289.028720902634,1326.6629081745307,1372.0957963359854,1463.1092200795865,1552.8494456723074,1441.224689322019,1544.6489907457662,1457.958435356575,1491.8155715659834,1417.3280781874694,1299.9522310956227,1415.6334856823466,464.2501127436366,464.72244800033076,437.6381754592815,energy_intensive,4
ene-015,30.63596021944379,0.1429703726434327,0.43946314025915256,0.9133804144109705,480.01211912788256,590.0680320469406,477.33289494819803,421.27845943981623,547.0262915734079,477.8919581820912,549.3731476640925,513.2647570219303,24.401103103218407,1388.1629851431042,1470.395380471059,1485.317971260391,1405.7318819772674,1444.6484805934315,1535.150849439096,1480.8847666936547,1555.7795269187436,1521.4054227255033,1497.4706116213686,1395.5392249123563,1323.734034222959,1280.195216066179,443.1572869509463,472.6779991213376,energy_intensive,4
ene-016,12.055128029256014,0.17422028259320138,0.3233569439149289,0.8091864508215206,448.4965496579476,408.01765292014807,467.27750345010946,374.1173229897173,422.61855022278695,532.0914636795521,431.9625059398737,1231.950345000413,1177.8800309188964,1205.97436725528,1195.8331716788846,1220.4522187783753,1233.3711278608614,1319.2676503531181,1279.3420811379165,1329.2047731254186,1312.1289360443798,1243.1296274854303,1186.1417841503378,1200.6185323472332,412.82207928409775,462.77561077542146,345.19209852949007,408.20548096192886,energy_intensive,3
ene-017,24.78891490083271,0.12771569300548524,0.3815961605142407,0.8086278650245157,469.35259760859117,348.14744710949554,288.24740808002645,387.43861696853213,508.8722545154255,427.52794730813844,,428.9494039944382,1072.4068505876726,1126.6966609714625,1150.1621948473748,1158.8424863337361,1223.307367529454,1242.5143120480955,1289.5359164610065,1247.7382127231356,1298.9382321792157,1295.1325015986097,1151.159975949278,1126.0006660874515,1200.8144164514006,405.27396148538816,468.11088889885804,391.7638442064459,energy_intensive,4
ene-018,17.80642397653298,0.11746498751506768,0.3992901751188911,0.8809680977908698,408.84172585071775,515.6412342105444,458.62458506202125,540.384924185631,368.7195170376285,446.8358554295012,1262.725958302907,1307.404282169102,1367.9888548352558,1366.5613913515501,1396.7309115827736,1445.648581410878,1503.1670992006368,1460.7322485345042,1527.5719066232843,1485.487010955446,71.38387447919615,1402.2266534029516,1370.3520660048941,587.4202114373755,481.5711025667019,470.07831146286026,448.252458693755,506.66684114377966,energy_intensive,3
ene-019,28.286378895783955,0.16056548532931664,0.36405321971642113,0.8850897224581423,289.69408117986075,266.15613856316577,314.168376108396,309.55433357038464,283.75152922805484,780.5886908489706,816.9851538516882,811.6670839347785,775.9665277104957,835.8206932653543,871.7033752052664,861.969616087647,903.0711900740827,845.969723866412,902.6625380690394,873.7484386724288,810.4264006060772,816.7247906548174,221.15838772858558,255.51758947727797,13.994280815013187,257.34195807965244,286.1828803786855,297.8550881901817,energy_intensive,3
ene-020,19.160406574155765,0.16133746153241607,0.5805229552639792,0.7893031048664231,512.9568546421298,429.1336463333955,522.4653038627301,438.97318954344337,512.5591216929979,591.1887751606868,417.5000906607753,436.0434232027784,478.9597576959269,474.3004037239221,1427.7289189026358,1402.2493679136342,1310.1960111291446,1444.6150030032832,1424.7901908818687,1563.166428708408,1509.2539471128214,1525.631504300496,1567.7021413842706,1537.585036172319,1476.0828422474501,1334.5415716473785,1425.8700540120424,452.53785884764966,energy_intensive,4
ene-021,25.031761994622357,0.12487361462444105,0.18209276681777578,0.8892256666283764,19.283226248561746,366.39319183835374,305.861950854076,320.98847055108916,328.5657052468058,300.13779019982934,335.0611172867434,303.04022819559066,874.2732761938263,933.0097597443352,861.7451861655462,41.52784923664059,981.5867368820286,1040.8867356784724,972.7162579123647,934.4790344901174,975.7490185660952,950.1601337307277,923.966193342106,872.1324848858868,913.5835959537926,339.40443534056766,272.840678059833,342.48020517587133,energy_intensive,0
ene-022,25.634218531645438,0.11293216206663081,0.24482323697599775,0.8412735459620464,417.26133555826164,514.4518926808079,426.65784765921956,506.67274421975856,386.48987092632325,,1220.878459107305,1176.9137825393643,1239.6096828889838,1314.8010514375353,1287.8209929971417,1264.1927000768837,1351.5096049637582,1298.4757587491392,1287.015555844619,1258.6088917497793,1157.8447402150607,1144.494745757948,458.75934104515943,412.4613902662159,323.05077737963023,468.32959281297434,359.0673439296193,441.35395621659944,energy_intensive,3
ene-023,30.67779534996158,0.08560565308323746,0.16696022094953603,0.8530558318180863,272.27049118565685,273.21371218137404,294.5622487555573,372.20020120919173,313.21334855230094,312.2369233202503,295.5659943987657,325.1374539568884,,338.34651478061807,818.0273908681978,822.4571659012965,826.4322101057011,876.5499296879135,918.7550783147954,887.4266247298925,913.2189953590255,945.5425465678054,918.5998018848226,929.8357300949395,806.0318238384655,827.930396367662,817.3151265001009,233.33714387363634,energy_intensive,0
ene-024,26.68688230033626,0.09654994127132215,0.1284244120032891,0.8062590206113208,384.3239566825902,385.052800115658,394.07791861596434,457.7727388884708,423.951692333093,461.62915524916343,432.96966619620736,464.0120860935048,388.8798898198881,1201.9882710869438,1196.042125185347,1160.088985003445,1162.2505893668017,1289.9660557569841,1284.6878444688423,,1346.0488604794175,1384.5351266883904,1201.0207446774177,1195.3472211391586,1190.0238493893028,1276.155081268598,449.4141282681759,467.76540443602823,energy_intensive,4
ene-025,26.655273745224317,0.10379912647479417,0.3484156562735418,0.8403507705290767,408.62545459293966,378.03769578842736,536.496783295129,545.7513571701203,1302.6729334717952,1264.7486837909707,1368.8445291289609,1428.7840943562012,1505.0120559227025,1487.149000903268,1484.0281202857861,1475.0120041631742,1502.7118390259116,1447.381231552458,1367.8633500564893,1483.295053972974,1451.0623723529138,547.0622259481105,1553.1904397530272,529.5282351947164,518.8394383903287,495.32175398518643,525.5365333019596,526.9624069138212,energy_intensive,3
ene-026,23.093688734358423,0.08555716660092057,0.45674056533451857,0.836003486708525,264.45910095077465,240.62608555246942,221.68599278217312,272.0656973599671,254.8029622362006,235.27853613658695,315.1895494987616,316.48094173668323,306.60697900158664,755.2295497582054,786.4429749973391,755.0740611584565,770.9439500857923,754.7625940023033,819.6631667488006,832.8138308505755,805.1171355217361,829.8032142126096,806.8007839454913,832.7654037331876,789.5990132948107,755.0576637140176,278.76605182566146,271.58825066439726,energy_intensive,0
ene-027,25.639224137112738,0.18577045924951358,0.20706505709309855,0.8179129786509032,470.11394028900014,,426.77515351063903,389.36134982379394,1132.9550411264051,1196.2828665739303,1205.235849298848,1260.7307907022043,1282.3755740031045,1268.8897233761681,1256.648643480277,1310.2780470096498,1318.7724564753735,1265.9202945220225,1211.0513155212882,1216.7578072304007,1167.6905458430822,401.9243378598531,439.2496121404891,408.19495309665115,435.4975671220333,349.1365151279457,419.8719938767467,467.41319397806245,energy_intensive,3
ene-028,43.07312207620521,0.14390883111228558,0.3454839865748783,0.8943372036148646,482.60312178032063,492.6773742158378,1763.6029602659626,429.5960894628405,383.1958504172746,395.5817446529867,487.4983777408186,487.5910443214105,480.4046145228029,,1218.277242247492,1370.4321133537085,1435.6374157632054,1324.2382084342507,1394.4533661781384,1420.7929194612066,1453.970826635618,1497.9415997900358,1566.8310475974206,1546.701899402714,1396.5856794138626,1471.659383538338,1361.4679060263056,575.3694384666842,energy_intensive,4
ene-029,12.248451357617814,0.1077679919604546,0.2768643697447256,0.9253126749953745,528.3466929317358,494.992745140981,398.68655811405205,467.588965191515,536.34150087032,493.19687414678486,505.3657621601203,,508.25631349278575,512.7893493487029,1268.4569640816244,1399.4864467449029,1327.080796610001,1323.991388703674,1426.2792676444137,1478.265902501123,1480.5533259573779,1572.0551983139017,1448.6603186273694,1454.1286820182884,1400.3947490417765,1392.61413562794,1389.074468448314,446.20274326419167,energy_intensive,4
dis-000,36.36178902314447,0.17857342906659934,0.6851384759774333,0.8302625641187491,636.7813157889149,633.564589372936,636.3618913775565,699.9681397887013,737.2338107683836,634.5275088907129,489.00175325257914,445.57513916047185,361.6415490633837,212.7497703109257,51.539814086725094,-54.474904016742414,-112.38164870006486,21.502891050670616,,311.95291543464094,29.773867896737666,670.442028531214,863.5653216825336,877.0791369259342,840.4217737860271,877.0666456167056,724.4176384320849,736.367540668662,distributed_energy,1
dis-001,25.857720491455,0.1409858207243927,0.7227010386730388,0.8281050751640543,844.9194807878533,832.6707674359754,810.8099674155711,635.9272026509375,689.8436043960261,697.0268650563884,32.035472156689266,713.2194368177913,712.5134715064105,704.5453966803408,617.7583334424498,577.2519271419463,1058.0421235526082,218.07063481974615,28.549048093503366,-49.16249537291257,-6.072138886179523,-36.21296359597329,219.822317813053,335.7756059216837,575.7707596751417,712.9415595153309,824.6682232753399,848.0215359181115,distributed_energy,1
dis-002,23.786335582859454,0.1892705348252296,0.7483137350874542,0.7917919902426295,515.1599801220347,453.5932069619622,451.99777222462444,,442.43513221272644,430.73135856713816,450.8185648044262,422.31379249284527,398.1020040129008,405.1939408562737,282.5133869655592,329.68438700679417,136.0749380763262,94.3571122548941,56.18064588470671,-20.063854274543043,-92.61107754973635,-38.398306911552126,121.51501204747207,199.2382199823362,410.7073198163639,1572.2608269828324,521.5364347454324,573.3187131221226,distributed_energy,1
dis-003,31.88884722903543,0.12434542245309901,0.8466366255220498,0.9167586816540938,542.6984074610567,554.9630946395868,487.4417815236926,,514.2731869514057,393.8553641826719,258.49551259982695,202.476761511072,254.20243795441263,-101.04671987829808,-66.84390213680649,4.912070000788238,118.8185817517186,297.85469971966756,391.0888711753031,589.7416430335439,643.5626276232618,658.0485662781646,689.7177871360066,675.8909416475416,652.1967446115702,536.6759280650622,524.7294755902749,531.135754794699,distributed_energy,1
dis-004,27.69680800801343,0.15715302113677754,0.983522863969948,0.895911491748563,776.4431011726075,732.3937566715675,689.5240716464342,656.7713675928048,671.0242147798486,718.6227180826784,679.066123029596,673.6782078798733,644.0986987575486,511.2334285567371,439.67784332824186,258.7358360549874,11.622251509090182,0.6709169539827462,-121.85318994846826,-109.5315128237662,84.87605686436436,305.11963434942624,576.4367138397192,733.4556389381505,830.7310074903377,904.5674124053927,866.3628842094934,817.8173139381026,distributed_energy,1
dis-005,24.657886527444052,0.13286683940365374,0.8097582680799951,0.8256429924683106,464.12562338042204,498.2120371856685,502.64587702663516,469.96245273439075,444.95124027566703,470.96418777471627,423.4669871856662,410.02613893575545,386.9987775819489,252.08514958260082,187.3469191938062,69.93957351276926,-68.9093289689837,-33.77300634529652,3.0566592235794086,94.18352570147573,212.98214296916697,356.86376609396,483.18630762157005,585.5619426831424,555.2872752424365,584.0438043767987,497.69343303509265,500.63032138351076,distributed_energy,1
dis-006,26.595566710356913,0.10976953674979464,0.9596971708272262,0.9060561188735264,515.3032397978947,480.1960510326551,491.0317635246501,470.89244696768793,523.7988813840076,457.8903724551645,504.6833697346129,430.5065599407806,418.6390182162721,328.3664103518708,292.35168764870696,213.49697236784812,46.58104660096214,-45.41926250533631,-104.27155921203693,-27.797787134038284,40.113488376022005,213.45601161248686,402.272957820002,557.5468524146123,676.229639469352,581.9120953189134,632.371706424475,560.0540184767634,distributed_energy,1
dis-007,22.369953697876248,0.13403831910305028,0.9625608568377061,0.8073426522549261,495.5996041762466,369.3856636188769,433.03403988431427,405.91018033241886,396.04859690652364,411.649895611782,429.08169770094463,398.2669585181233,346.7656722733352,352.1661790916798,286.81145905543553,158.0944874565666,70.97499302066511,2.21695535703146,-25.597196722610725,0.9724003191410614,98.40331556479319,227.14563694909413,311.4199924637181,466.9045833571535,467.2876528648497,499.9859679137801,546.075747415583,504.3008193705228,distributed_energy,1
dis-008,10.08233563949269,0.10411081381264956,0.7229327695022553,0.9227832540085652,398.28954777675875,418.6543603512937,380.143248123311,420.708873849256,406.0163858679125,379.1841298767047,381.0610257328669,355.64795191687364,304.67388783367085,288.4904366573733,139.0277773876439,35.2028227046143,-93.33417635314873,-83.16043614759695,-24.816806660077123,60.35987394615943,248.78057017609746,333.945616913792,477.5013740801574,501.61514941650455,517.1249348511757,498.97981381186514,473.6631416287358,495.62203803286695,distributed_energy,1
dis-009,17.104776016870236,0.1334811283184503,0.741064629370047,0.8595446565898123,563.86495094831,470.8005245902887,444.5781840588751,430.40533006349375,405.3631077773125,446.1221148502234,445.8412995709124,419.2276160181815,436.5352488213485,403.3363128458887,351.5943039862921,338.85691952766354,245.69564160403002,144.6546675872543,85.95974551266823,-105.46499093504268,-100.05182549003437,-52.24856822050402,70.94724301315848,205.92173147755585,301.3229355229407,420.52669273709654,484.51294166066083,597.811227014401,distributed_energy,1
dis-010,16.064753200249925,0.12650074376992684,0.711648404710578,0.805591484735436,681.0003669934543,682.4178212452521,598.509750766699,691.0509238573977,593.2449053987885,616.1695260393669,507.3754833447691,322.62244124378225,215.8911680926096,85.56091687532374,-25.69336920621545,-100.16748234240654,43.11957845238826,176.87162715308295,328.2547842874384,585.4465028941703,806.2826144089594,903.7713214009555,781.8529081240941,772.233618600087,838.9079254606272,676.5917680611183,628.8646289309262,671.1463310148938,distributed_energy,1
